ID_occurrence	src.lang	fr1	KWIC.fr	fr2	lemma.fr	meaning.fr	es	form.fr	form.cs	form.en	form.es	form.it	form.pl	form.ru	dimension1	dimension2
85	cs	Ils promirent d' offrir à la station beaucoup de contrats publicitaires et de lancer une grande campagne , avec des affiches dans tout Paris , mais en posant des conditions auxquelles le directeur des programmes , connu sous le sobriquet de Grizzly , ne pouvait que se soumettre : peu à peu , il entreprit de raccourcir tous les commentaires , pour éviter d' ennuyer l' auditeur par de longues réflexions ; il laissa interrompre le discours des rédacteurs par les questions d' autres.rédacteurs , transformant ainsi le monologue en conversation ; il multiplia les intermèdes musicaux , au point même de garder souvent une musique de fond sous les paroles , et il recommanda à tous ses collaborateurs de donner à tout ce qu' ils diraient au micro une légèreté décontractée , jeune et insouciante , celle -là même qui a tant embelli mes rêves du petit matin en	faisant	de la météo une manière d' opéra-bouffe .	faire	manner	Prometieron conseguir para la emisora muchos contratos publicitarios y organizar además para ella una campaña con carteles por toda Francia ; pusieron sin embargo condiciones a las que el director del programa , apodado «el Oso» , no pudo sino someterse : poco a poco comenzó a acortar los comentarios para que el oyente no se aburriera con extensas reflexiones ; hizo que los cinco minutos de monólogo de cada redactor fueran interrumpidos por preguntas de otro redactor para que diera la impresión de un diálogo ; ponía muchas más cortinas musicales , dejaba con frecuencia sonar la música por debajo de la palabra y aconsejaba a todos los que hablaban por el micrófono que manifestasen al máximo una ligera soltura y una despreocupación juvenil , gracias a las cuales se embellecían mis sueños matinales , en los que las noticias del tiempo se convertían para mí en ópera cómica .	ger	VF.sub.rel	VF.coord	VF.sub.rel	ger	Cvb.ps.impf	VF.main	-0.18212467166161334	-0.045433986880691994
86	de	Un beau jour , en	arrivant	chez soi , on découvrait sur sa table toutes les requêtes qu’ on avait rédigées avec tant de zèle et d’ espoir ;	arriver	sim	Un día el abogado llegaba a casa y encontraba sobre la mesa todas las anotaciones y datos reunidos con tanto esfuerzo y con tantas esperanzas . –Se los habían devuelto , pues no poseían valor alguno en la nueva fase procesal , eran desperdicios .	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	part	0.16541481007830852	-0.4384399739696725
87	cs	Je l' embrassais ( si terriblement longtemps que je n' y trouvai plus aucun plaisir ) , la câlinais ( sans sincérité ) ,	cherchant	, sans en avoir l' air , à la coucher de tout son long .	chercher	concom	Le di besos y le hice caricias ( aquello ya duraba mucho tiempo y ya no me hacía ninguna ilusión , porque los mimos se habían convertido en una treta , en un recurso ) le hice mimos ( falsos y fingidos ) mientras trataba disimuladamente de acostarla .	part	VF.coord	VF.coord	VF.sub.adv	VF.coord	VF.coord	VF.main	0.3749248031722182	-0.29154650196163384
88	cs	La vie se moquait de moi en m'	envoyant	le rappel de mon échec , précisément sous les traits de la maîtresse de cet homme que j' avais cru vaincre la veille dans une grotesque lutte sexuelle .	envoyer	manner	La vida se reía de mí al enviarme un recordatorio de mi fracaso , precisamente bajo la forma de una amante de este hombre al cual el día anterior había derrotado equivocadamente en una batalla sexual grotesca .	ger	VF.sub.adv	ing.ger	InfP	ger	Cvb.ps.impf	Cvb.pt.pf	-0.402375492072928	0.06393223010697952
89	it	Et qui versait mal , qui buvait bien , qui mourait en	riant	et qui riait en mourant , qui trimbalait son flacon et qui buvait dans le verre des autres .	rire	concom	Y unos escanciaban mal , otros bebían bien , unos morían riendo , otros reían muriendo , unos tenían sus propios frascos , otros bebían del vaso de los demás .	ger	adv	ing.part	ger	ger	Cvb.ps.impf	VF.main	-0.3043516237503755	-0.035996532402845366
90	cs	On appelait téléphone arabe un jeu auquel il avait beaucoup joué entre cinq et sept ans : les enfants se	tenant	assis côte à côte , le premier chuchotait une longue phrase au second qui la chuchotait au troisième , lequel la répétait au quatrième , et ainsi de suite jusqu' au dernier qui la prononçait à voix haute , d' où un rire général devant la différence entre la phrase initiale et son ultime transformation .	tenir	attributive	El telegrama era un juego al que jugaba entre los cinco y los siete años : los niños se sentaban en fila y uno le susurraba a otro una frase que éste luego pasaba en voz muy baja a un tercero , el tercero a un cuarto , hasta que el último la decía en voz alta y todos se reían de la diferencia entre la frase inicial y su transformación final .	part	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.5157514621917971	-0.2641894672505948
91	fr	C' était un corps grave ,	parcourant	une orbite autour du globe terrestre , suivant les lois de la mécanique rationnelle .	parcourir	attributive	Era un cuerpo grave recorriendo una órbita alrededor del globo terrestre , según las leyes de la mecánica racional .	part	part	ing.part	ger	VF.sub.rel	VF.sub.rel	part	0.24475994462174963	0.3984115315935563
92	cs	Plus que Goethe buvant du vin en douce , c' est Bettina qui me paraît intéressante : elle ne s' est pas comportée comme vous ou moi , qui aurions observé Goethe avec amusement , mais en nous	taisant	discrètement et respectueusement .	taire	concom	Más interesante que el Goethe que sale a beber a escondidas me parece Bettina : no actuaba como ustedes o como yo , que observaríamos divertidos a Goethe y callaríamos discreta y respetuosamente .	ger	VF.coord	ing.part	VF.coord	ger	Cvb.ps.impf	VF.sub.compl	-0.20212669187013962	-0.2370338136087346
94	cs	Chez les peintres , le désir d' « aller de l' avant » devint névrose ; ils se mettaient tous à courir dans tous les sens , se	croisant	sans cesse les uns les autres comme des passants agités sur la même place d' une même ville .	se croiser	concom	Y así fue como el deseo de ir hacia delante se convirtió en una neurosis de los pintores ; cada uno corría hacia un lado distinto y todos se cruzaban permanentemente , como una multitud que va de un lado para otro por una misma plaza .	part	VF.coord	VF.coord	VF.coord	VF.coord	Cvb.ps.impf	VF.coord	0.2349011592909989	-0.2777330743053157
95	ru	NA	Brandissant	le couteau volé qui allait enfin trouver son utilité , trébuchant , glissant le long des arêtes rocheuses , se raccrochant à ce qui lui tombait sous la main , contraint parfois de se traîner sur les genoux , il grimpait vers les piloris , tantôt disparaissant dans un océan de ténèbres , tantôt illuminé soudain par la trépidation fulgurante d’ un éclair .	brandir	concom	Agitaba el cuchillo , no en vano robado , cayéndose en el piso resbaladizo , agarrándose a todo lo que le venía a mano , arrastrándose a veces de rodillas . Ansiaba llegar a los maderos . Tan pronto desaparecía en la oscuridad total como le iluminaba una luz temblorosa .	part	VF.coord	ing.part	VF.main	ger	Cvb.ps.impf	Cvb.ps.impf	-0.06187933656158711	0.02183334924989812
96	cs	Puis ,	disparaissant	aux yeux du peuple , il se retrouva seul parmi les tombeaux de soixante-quatre morts illustres , n' étant suivi dans sa solitude pensive que d' une caméra , d' une équipe de cinéastes et de quelques millions de Français qui , sous le déluge de la Neuvième de Beethoven , fixaient le petit écran .	disparaître	sim	Después desapareció de la vista de la gente y se quedó totalmente solo entre las tumbas de sesenta y cuatro grandes muertos , seguido ya en su reflexiva soledad únicamente por la mirada de la cámara , del equipo de filmación y de varios millones de franceses que tenían los ojos pegados a las pantallas en las que resonaba la Novena de Beethoven .	part	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.4402917289388017	-0.32130075144265935
97	cs	Ah , ce cher Paul qui voulait provoquer Grizzly et le faire enrager , en	tirant	un trait sur l' Histoire , sur Beethoven , sur Picasso …	tirer	manner	Ay , mi querido Paul , que quería provocar y fastidiar al Oso haciendo tabla rasa de la historia , de Beethoven , de Picasso …	ger	VF.coord	VF.coord	ger	ger	Cvb.ps.impf	VF.main	-0.2222661825679824	-0.20108460283612134
98	de	– Fort juste , dit le brigadier en	comptant	les allumettes de la boîte .	compter	concom	–En efecto –dijo el supervisor y se dedicó a contar las cerillas que había en la caja .	ger	VF.coord	ing.part	VF.coord	VF.coord	VF.coord	VF.main	0.10635633417131575	-0.4390871131216215
99	de	« Quels malotrus ! » dit K. en se	retournant	.	retourner	concom	–¡ Gente impertinente y desconsiderada ! –dijo K al volverse hacia la habitación .	ger	VF.sub.adv	VF.sub.adv	InfP	ger	Cvb.ps.impf	Cvb.ps.impf	-0.4300082914856196	0.01303849042692281
100	cs	Mais l' opinion d' Agnès ne représentait pas grand-chose , le principal conseiller de Paul	étant	Brigitte .	être	cause	Pero la opinión de Agnes no significaba gran cosa , porque la principal consejera de Paul era Brigitte .	part	VF.sub.adv	VF.sub.adv	VF.sub.adv	VF.sub.adv	VF.sub.adv	conj	0.1702507991666174	0.3253966759044234
101	fr	Un jour , par exemple ,	parlant	de ses quatre épines , elle avait dit au petit prince :	parler	sim	Un día , por ejemplo , hablando de sus cuatro espinas , dijo al principito :	part	VF.sub.adv	VF.sub.adv	ger	ger	Cvb.ps.impf	VF.main	-0.09088295160517683	0.232132865816568
102	ru	NA	Négligeant	toutes ces merveilles , Koroviev et Béhémoth allèrent droit à la jonction des rayons d’ alimentation et de confiserie .	négliger	cause	Pero Koróviev y Popota dejaron atrás todas estas maravillas y se encaminaron directamente a aquella parte de la tienda donde se unían las secciones gastronómica y de confitería .	part	VF.coord	ing.part	VF.coord	ger	Cvb.ps.impf	Cvb.ps.impf	0.01549949982672819	0.010643795698922843
103	it	Guillaume se rendit compte de ce qui arrivait et il lâcha prise – le vieux , se	sentant	libre , recula de quelques pas – hésita sensiblement , trop sans doute , incertain s’ il fallait reprendre Jorge ou se précipiter pour éteindre le petit bûcher .	se sentir	cause	Guillermo se dio cuenta de lo que estaba sucediendo y soltó al viejo -que al sentirse libre retrocedió unos pasos- ; vaciló un momento , sin duda demasiado largo , dudando entre coger de nuevo a Jorge o lanzarse a apagar la pequeña hoguera . Un libro más viejo que los otros ardió casi de golpe , lanzando hacia lo alto una lengua de fuego .	part	VF.sub.adv	ing.part	InfP	VF.sub.adv	Cvb.ps.impf	Cvb.pt.pf	0.021621653085777893	0.3188848797880579
104	ru	Des gens bouleversés passèrent en	courant	devant le poète , criant quelque chose , mais Ivan Nikolaïevitch ne comprit pas un mot de ce qu’ ils disaient .	courir	manner	Unos cuantos hombres , horrorizados , corrían por el bulevar y pasaban casi rozando al poeta , pero él no oía sus palabras .	ger	VF.coord	VF.main	VF.coord	VF.main	VF.main	VF.main	0.026365904826498657	-0.3402426085167318
105	fr	Mais son hésitation ne dura pas , et d' un geste ,	appelant	un de ses lieutenants , il lui donnait l' ordre de pousser une reconnaissance dans le sud - , quand des coups de feu éclatèrent .	appeler	manner	Pero su vacilación no duró , y llamó con una señal a uno de sus tenientes , dándole orden de hacer un reconocimiento por el Sur , cuando sonaron unos tiros .	part	Cvb.pt.pf	ing.part	VF.coord	part.past	VF.coord	VF.main	0.3219129437205885	-0.06680113274104398
107	cs	Le lendemain , en	revenant	à Prague après l' enterrement , elle reçut un télégramme : son père s' était suicidé de chagrin .	revenir	sim	Al día siguiente de su regreso a Praga , tras el entierro , recibió un telegrama : el padre no había podido soportar el dolor y se había suicidado .	ger	VF.sub.adv	NP	NP	VF.sub.adv	PP	PP	-0.13868587603941016	0.07129934682226444
110	fr	NA	Étant	entré chez un barbier chinois pour se faire raser à la chinoise , il apprit par le Figaro de l' endroit , qui parlait un assez bon anglais , que ces vieillards avaient tous quatre-vingts ans au moins , et qu' à cet âge ils avaient le privilège de porter la couleur jaune , qui est la couleur impériale .	entrer	cause	Habiendo entrado en una barbería china para hacerse afeitar a lo chino , supo por el barbero , que hablaba bastante bien el inglés , que aquellos ancianos pasaban todos de ochenta años , porque al llegar a esta edad tenían el privilegio de vestir de amarillo , que es el color imperial .	part	VF.sub.adv	ing.ger	ger	part.past	VF.sub.adv	Cvb.ps.impf	0.005317408711968764	0.30420557807023985
111	it	Guillaume aussi devait avoir eu une expérience semblable à la mienne , car il se touchait la joue , en levant bien haut la lampe et en	regardant	tout autour de lui .	regarder	concom	También Guillermo debía de haber sentido lo mismo que yo , porque se estaba tocando la mejilla , y , con la lámpara en alto , miraba a su alrededor .	ger	VF.coord	VF.coord	VF.coord	ger	Cvb.ps.impf	Cvb.ps.impf	-0.22072328913202238	-0.33181057530678054
112	fr	"" Pas de réflexion , c' est inutile ! "" répondit l' Américain interpellé en	haussant	les épaules , "" puisque le mécanicien assure qu' on passera ! ""	hausser	concom	-No hay reflexión , es inútil -respondió el americano , encogiéndose de hombros- , puesto que el maquinista asegura que pasaremos .	ger	Cvb.pt.pf	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.3930235069096787	0.01848881914106294
113	cs	Elle l' avait extrêmement protubérant , ce qui suggérait distinctement l' idée du long tube digestif se	terminant	ici par une légère saillie .	se terminer	attributive	El de ella era especialmente saliente , de modo que le recordaba de un modo muy sugerente la imagen del largo tubo digestivo que termina allí y apenas sobresale .	part	VF.sub.rel	VF.sub.rel	VF.sub.rel	VF.sub.rel	VF.sub.rel	VF.main	0.40887168442942656	0.30876705433993845
114	fr	Tout en	circulant	au milieu de ce populaire , Fix , par une habitude de sa profession , dévisageait les passants d' un rapide coup d' oeil .	circuler	concom	Mientras andaba por entre toda aquella gente , Fix , por hábito de su profesión , estudiaba con rápida mirada el semblante de los transeúntes .	ger	VF.coord	VF.sub.adv	VF.sub.adv	ger	VF.main	Cvb.ps.impf	-0.25132509868709146	-0.1724988225955708
